Avg_Fscore,optimizer,learning_rate,hidden_layers,Epochs Run,Fscore,Time_taken,GUID
"0,3333333333333333", Adam/lr,0.0786," (Dense;106.000000,softmax);(Dropout;0.300000,);(Dense;2.000000,relu)",6, [0.67;0.  ],2.0202479362487797,18e50414-8d50-4a73-8b19-be0f94dea684
"0,3333333333333333", SGD/lr,0.0539," (Dense;127.000000,softmax);(Dropout;0.500000,);(Dense;2.000000,relu)",9, [0.67;0.  ],2.1714522838592534,5f8793fd-3280-4bfe-bcfa-655669b0581c
"0,3333333333333333", Adam/lr,0.0835," (Dense;155.000000,relu);(Dropout;0.200000,);(Dense;2.000000,relu)",6, [0.67;0.  ],2.115072011947632,a748e9cf-218c-416a-8583-11d1addb78f6
"0,3333333333333333", Adam/lr,0.0786," (Dense;296.000000,softmax);(Dropout;0.200000,);(Dense;2.000000,relu)",6, [0.67;0.  ],2.297227144241333,31ed1e04-a03f-454d-955b-220f9c489e0c
"0,3333333333333333", SGD/lr,0.0378," (Dense;300.000000,relu);(Dropout;0.400000,);(Dense;2.000000,relu)",6, [0.67;0.  ],2.0891201496124268,dd420f44-7f0c-4524-9cbc-7e149bef90f1
"0,5314093552744013", SGD/lr,0.0519," (Dense;146.000000,softmax);(Dropout;0.100000,);(Dense;2.000000,softmax)",47, [0.39;0.67],4.3963263034820566,80b3fdc1-cefd-493b-a79f-3ceaa227e156
"0,3333333333333333", SGD/lr,0.0496," (Dense;284.000000,softmax);(Dropout;0.100000,);(Dense;2.000000,relu)",6, [0.67;0.  ],2.097104549407959,2fe6b96a-df88-4da2-94e0-33a190274a9e
"0,34318555008210183", Adam/lr,0.004," (Dense;288.000000,relu);(Dropout;0.100000,);(Dense;2.000000,relu)",10, [0.67;0.02],2.684513807296753,3ad189a4-c436-4349-9d8a-94f4dc2ef82d
"0,3333333333333333", Adam/lr,0.0909," (Dense;82.000000,softmax);(Dropout;0.400000,);(Dense;2.000000,relu)",7, [0.67;0.  ],2.1260597705841064,510725d9-7159-49ec-8109-cf5d184cb9d2
"0,6050326485109093", Adam/lr,0.0371," (Dense;101.000000,softmax);(Dropout;0.100000,);(Dense;2.000000,softmax)",11, [0.55;0.66],2.3611156940460205,5f66c0b9-bc1f-461e-a167-035a0c9270d8
"0,3333333333333333", Adam/lr,0.0791," (Dense;150.000000,relu);(Dropout;0.500000,);(Dense;2.000000,relu)",6, [0.67;0.  ],2.0951037406921387,b3473a39-619f-4b8c-9b83-e1a37c5e7309
"0,3333333333333333", Adam/lr,0.0189," (Dense;107.000000,softmax);(Dropout;0.300000,);(Dense;2.000000,relu)",6, [0.67;0.  ],2.1814486980438232,1da889c0-4570-4b28-9ca3-1124a25f9182
"0,3333333333333333", Adam/lr,0.0317," (Dense;179.000000,softmax);(Dropout;0.100000,);(Dense;2.000000,relu)",6, [0.67;0.  ],2.278768301010132,2be48c9a-e439-4d33-8c8a-644f4c716a86
"0,3333333333333333", SGD/lr,0.0388," (Dense;128.000000,softmax);(Dropout;0.400000,);(Dense;2.000000,relu)",6, [0.67;0.  ],2.0162558555603027,f95e8a14-c14b-4609-8e1e-7cff5c9e3b80
"0,3333333333333333", Adam/lr,0.0473," (Dense;144.000000,relu);(Dropout;0.500000,);(Dense;2.000000,relu)",6, [0.67;0.  ],2.18444299697876,cd094dcf-b476-42ba-95a0-a04222fec53b
"0,5858248556858482", SGD/lr,0.0317," (Dense;81.000000,softmax);(Dropout;0.300000,);(Dense;2.000000,softmax)",50, [0.51;0.66],4.295522689819337,a98cb997-3fb1-4b34-aa9d-9e1c8bed3d62
"0,3333333333333333", SGD/lr,0.0299," (Dense;241.000000,relu);(Dropout;0.200000,);(Dense;2.000000,relu)",6, [0.67;0.  ],2.0861258506774902,21d0addd-8283-4f79-b278-f14a62058c23
"0,33886494073871043", SGD/lr,0.0212," (Dense;233.000000,relu);(Dropout;0.200000,);(Dense;2.000000,relu)",6, [0.67;0.01],2.143005847930908,880978b3-3994-4e19-bd3c-cea090ce0222
"0,5466811929046842", Adam/lr,0.0783," (Dense;20.000000,relu);(Dropout;0.200000,);(Dense;2.000000,softmax)",12, [0.53;0.57],2.256309509277344,646f9a2b-7128-4e09-9c36-a88e037d464d
"0,6442796663243067", Adam/lr,0.0083," (Dense;68.000000,relu);(Dropout;0.100000,);(Dense;2.000000,softmax)",15, [0.63;0.66],2.5472698211669917,da5433a6-feb9-4928-b7f5-31ed8f1f3c3c
"0,607487922705314", SGD/lr,0.0822," (Dense;115.000000,relu);(Dropout;0.300000,);(Dense;2.000000,softmax)",9, [0.58;0.64],1.8001573085784912,38799576-c6c0-41e8-8da2-fe9ddaa47ee8
"0,5852179832178688", Adam/lr,0.0826," (Dense;92.000000,relu);(Dropout;0.400000,);(Dense;2.000000,softmax)",10, [0.53;0.64],2.019249439239502,57962ff6-47f2-431d-8a66-a539028ab6c4
"0,6222709073052806", SGD/lr,0.0146," (Dense;216.000000,relu);(Dropout;0.100000,);(Dense;2.000000,softmax)",12, [0.59;0.65],2.1240549087524414,345caa5a-a930-487b-9be4-635dcc1ae3f3
